title,link,abstract,sdgs,full_abstract,sdg_1,sdg_2,sdg_3,sdg_4,sdg_5,sdg_6,sdg_7,sdg_8,sdg_9,sdg_10,sdg_11,sdg_12,sdg_13,sdg_14,sdg_15,sdg_16
"Preparation, characteristic and anti-inflammatory effect of selenium nanoparticle-enriched probiotic strain Enterococcus durans A8-1",/articles/preparation-characteristic-and-anti-inflammatory-effect-selenium-nanoparticle-enriched,"Elemental selenium, a new type of selenium supplement, can be biosynthesized via microorganisms. This study is to characterize a patent probiotic bacteria Enterococcus durans A8–1, capable of reducing selenite (Se6+ or Se4+) to elemental selenium (Se0) with the formation of Se nanoparticles (SeNPs).
",Goal 3: Good health and well-being,"Background
	Elemental selenium, a new type of selenium supplement, can be biosynthesized via microorganisms. This study is to characterize a patent probiotic bacteria Enterococcus durans A8–1, capable of reducing selenite (Se6+ or Se4+) to elemental selenium (Se0) with the formation of Se nanoparticles (SeNPs).
	Methods
	The selenium nanoparticles synthesized from A8–1 were characterized using scanning electron microscopy (SEM), transmission electron microscopy (TEM), energy dispersive spectroscopy (EDS), and X-ray photoelectron energy (XPS). The Caco2 cells were used to investigate the effects of Se-enriched A8–1 on the viability, membrane integrity, and the regulation of cellular inflammation through MTT and ELISA assays. The selenium-enriched metabolic function of A8–1 was analyzed by transcriptome sequencing.
	Results
	E. durans A8–1 has the ability to synthesize intracellular SeNPs that are incubated with 60 mg/L sodium selenite for 18 h at 37 °C with 7 % inoculum under aerobic conditions. The selenium-enriched transformation rate increased to 43.46 %. After selenium enrichment, there were no significant morphological changes in E. durans A8–1 cells. The cells also exhibited no cytotoxicity when incubated with Caco-2 cells, and increased cellular proliferation. Furthermore, Se-enriched A8–1 cells antagonize the adhesion of S. typhimurium ATCC14028 onto the surface of Caco-2 cells protecting cell membrane integrity and was assessed by measuring LDH and AKP activities (P <0.001, P <0.001). Moreover, Se-enriched A8–1 could protect Caco-2 cells from inflammation induced by lipopolysaccharide and help the cells alleviate the inflammation through the reduced expression of cytokine IL-8 (P = 0.0012, P <0.001) and TNF-α (P <0.001, P <0.001). Based on transcriptome sequencing in Se-enriched E. durans A8–1 cells, there were 485 up-regulated genes and 322 down-regulated genes (Padj < 0.05). There were 19 predicted up-regulated genes that are highly related to the potential selenium metabolism pathway, which focuses on the transportation of Na2SeO3 by membrane proteins, and gradually reduces Na2SeO3 to elemental selenium aggregates that are deposited onto the membrane surface via the intracellular redox response.
	Conclusion
	E. durans A8–1 could convert extracellular selenite into intracellular biological SeNPs via redox pathway with strong selenium-rich metabolism, and its biological SeNPs have anti-inflammatory properties, which have the potential for the development of composite selenium nanomaterials and can be further studied for the function of SeNPs with potential applications.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The challenges of dynamic vulnerability and how to assess it,/articles/challenges-dynamic-vulnerability-and-how-assess-it,This article discusses the complex interactions between hazards and vulnerability,Goal 11: Sustainable cities and communities; Goal 13: Climate action,"Recent disasters have demonstrated the challenges faced by society as a result of the increasing complexity of disaster risk. In this perspective article, we discuss the complex interactions between hazards and vulnerability and suggest methodological approaches to assess and include dynamics of vulnerability in our risk assessments, learning from the compound and multi-hazard, socio-hydrology, and socio-ecological research communities. We argue for a changed perspective, starting with the circumstances that determine dynamic vulnerability. We identify three types of dynamics of vulnerability: (1) the underlying dynamics of vulnerability, (2) changes in vulnerability during long-lasting disasters, and (3) changes in vulnerability during compounding disasters and societal shocks. We conclude that there is great potential to capture the dynamics of vulnerability using qualitative and model-based methods, both for reproducing historic and projecting future dynamics of vulnerability. We provide examples using narratives, agent-based models, and system dynamics.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ethical and economic implications of the adoption of novel plant-based beef substitutes in the USA: a general equilibrium modelling study,/articles/ethical-and-economic-implications-adoption-novel-plant-based-beef-substitutes-usa-general,"This Article supports SDGs 3 and 13 by showing that plant-based beef alternatives could reduce the carbon footprint of the US food system, but highlights that reductions in other envirnmental dimensions are dependent on repurposing of resources.",Goal 2: Zero hunger; Goal 3: Good health and well-being; Goal 13: Climate action,"Background: Slowing climate change is crucial to the future wellbeing of human societies and the greater environment. Current beef production systems in the USA are a major source of negative environmental impacts and raise various animal welfare concerns. Nevertheless, beef production provides a food source high in protein and many nutrients as well as providing employment and income to millions of people. Cattle farming also contributes to individual and community identities and regional food cultures. Novel plant-based meat alternatives have been promoted as technologies that could transform the food system by reducing negative environmental, animal welfare, and health effects of meat production and consumption. Recent studies have conducted static analyses of shifts in diets globally and in the USA, but have not considered how the whole food system would respond to these changes, nor the ethical implications of these responses. We aimed to better explore these dynamics within the US food system and contribute a multiple perspective ethical assessment of plant-based alternatives to beef. Methods: In this national modelling analysis, we explored multiple ethical perspectives and the implications of the adoption of plant-based alternatives to beef in the USA. We developed USAGE-Food, a modified version of USAGE (a detailed computable general equilibrium model of the US economy), by improving the representation of sector interactions and dependencies, and consumer behaviour to better reflect resource use across the food system and the substitutability of foods within households. We further extended USAGE, by linking estimates of the environmental footprint of US agriculture, to estimate how changes across the agriculture sector could alter the environmental impact of primary food production across the whole sector, not only the beef sector. Using USAGE-Food, we simulated four beef replacement scenarios against a baseline of current beef demand in the USA: BEEF10, in which beef expenditure is replaced by other foods and three scenarios wherein 10%, 30%, or 60% of beef expenditure is replaced by plant-based alternatives. Findings: The adoption of plant-based beef alternatives is likely to reduce the carbon footprint of US food production by 2·5–13·5%, by reducing the number of animals needed for beef production by 2–12 million. Impacts on other dimensions are more ambiguous, as the agricultural workforce and natural resources, such as water and cropland, are reallocated across the food system. The shifting allocation of resources should lead to a more efficient food system, but could facilitate the expansion of other animal value chains (eg, pork and poultry) and increased exports of agricultural products. In aggregate, these changes across the food system would have a small, potentially positive, impact on national gross domestic product. However, they would lead to substantial disruptions within the agricultural economy, with the cattle and beef processing sectors decreasing by 7–45%, challenging the livelihoods of the more than 1·5 million people currently employed in beef value chains (primary production and animal processing) in the USA. Interpretation: Economic modelling suggests that the adoption of plant-based beef alternatives can contribute to reducing greenhouse gas emissions from the food system. Relocation of resources across the food system, simulated by our dynamic modelling approach, might mitigate gains across other environmental dimensions (ie, water or chemical use) and might facilitate the growth of other animal value chains. Although economic consequences at the country level are small, there would be concentrated losses within the beef value chain. Reduced carbon footprint and increased resource use efficiency of the food system are reasons for policy makers to encourage the continued development of these technologies. Despite this positive outcome, policy makers should recognise the ethical assessment of these transitions will be complex, and should remain vigilant to negative outcomes and be prepared to target policies to minimise the worst effects. Funding: The Stavros Niarchos Foundation, the Bill & Melinda Gates Foundation, Johns Hopkins University, the Commonwealth Scientific and Industrial Research Organisation, Cornell University, and Victoria University.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The effects of night-time warming on mortality burden under future climate change scenarios: a modelling study,/articles/effects-night-time-warming-mortality-burden-under-future-climate-change-scenarios-modelling,"An Article in support of SDGs 3 and 13, projecting the possible future mortality burden due to hot nights, rather than quanitfying the effects of average daily temperatures
",Goal 3: Good health and well-being; Goal 13: Climate action,"Background
	The health impacts of climate warming are usually quantified based on daily average temperatures. However, extra health risks might result from hot nights. We project the future mortality burden due to hot nights.
	Methods
	We selected the hot night excess (HNE) to represent the intensity of night-time heat, which was calculated as the excess sum of high temperature during night time. We collected historical mortality data in 28 cities from three east Asian countries, from 1981 to 2010. The associations between HNE and mortality in each city were firstly examined using a generalised additive model in combination with a distributed lag non-linear model over lag 0–10 days. We then pooled the cumulative associations using a univariate meta-regression model at the national or regional levels. Historical and future hourly temperature series were projected under two scenarios of greenhouse-gas emissions from 1980–2099, with ten general circulation models. We then projected the attributable fraction of mortality due to HNE under each scenario.
	Findings
	Our dataset comprised 28 cities across three countries (Japan, South Korea, and China), including 9 185 598 deaths. The time-series analyses showed the HNE was significantly associated with increased mortality risks, the relative mortality risk on days with hot nights could be 50% higher than on days with non-hot nights. Compared with the rise in daily mean temperature (lower than 20%), the frequency of hot nights would increase more than 30% and the intensity of hot night would increase by 50% by 2100s. The attributable fraction of mortality due to hot nights was projected to be 3·68% (95% CI 1·20 to 6·17) under a strict emission control scenario (SSP126). Under a medium emission control scenario (SSP245), the attributable fraction of mortality was projected to increase up to 5·79% (2·07 to 9·52), which is 0·95% (−0·39 to 2·29) more than the attributable fraction of mortality due to daily mean temperature.
	Interpretation
	Our study provides evidence for significant mortality risks and burden in association with night-time warming across Japan, South Korea, and China. Our findings suggest a growing role of night-time warming in heat-related health effects in a changing climate.
	Funding
	The National Natural Science Foundation of China, Shanghai International Science and Technology Partnership Project.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cameras in the Hands of Indigenous Youth: Participation, Films, and Nutrition in India",/articles/cameras-hands-indigenous-youth-participation-films-and-nutrition-india,"This article contributes to the debate around the use of participatory approaches—in this case, giving a tool in the form of cameras to the most marginalized to revitalize traditional foods (mostly nonmarket and even noncultivated) as a response to food insecurity and possibly malnutrition.
",Goal 3: Good health and well-being; Goal 2: Zero hunger,"Background: Indigenous communities in India have diets that do not fulfill all of their minimum nutritional requirements. Given the unaffordability of healthy diets, these communities rely on common-pool resources to make up for shortfalls in food. Yet, such foods are devalued as ""backward,""and accessing them is regulated by unequal gendered roles. Objectives: To explore the central role of community participation in documenting and transmitting indigenous knowledge about the role of locally available foods in improving dietary diversity. Methods: Through a participatory action research approach, 10 Santhal youth were trained to make films about a range of locally available foods and other issues of concern to them (Santhal/Santal is a native ethnic group in India). These films were broadcast on a YouTube channel and screened locally. A thematic content analysis of 49 films was undertaken, alongside interviews with the filmmakers and focus group discussions with viewers who attended 4 film screenings. Results: A majority of the films produced drew on intergenerational and indigenous knowledge about edible plants, insects, and rodents; skills in foraging and preparing food; awareness of the benefits of the food; and sustainability issues across the traditional food systems. The filmmakers initially focused on responding to community needs and showcasing Santhal cultural practices. Their later films began to reflect on aspects of their culture that needed to be preserved, revived, or modified. Audiences noted the relatability and relevance of the provided information, generated ideas and priority themes for further documentation, and expressed the need for revival and modification of certain cultural food practices. Conclusion: A participatory filmmaking process in the context of community nutrition can enable participants to question unequal power relations by enabling the most marginalized to voice their own perspectives with the support of cameras and filmmaking skills.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A rare presentation of multiple sclerosis: Schilder's disease,/articles/rare-presentation-multiple-sclerosis-schilders-disease,Schilder's disease is a rare form of multiple sclerosis. It concerns mostly teenagers and young adults. The Clinical signs and symptoms might be atypical for early multiple sclerosis which often mimics intracranial neoplasm or abscess.,Goal 3: Good health and well-being,"Schilder's disease is a rare form of multiple sclerosis. It concerns mostly teenagers and young adults. The Clinical signs and symptoms might be atypical for early multiple sclerosis which often mimics intracranial neoplasm or abscess. Their coursemay be either progressive or relapsing and remitting, with a high sensitivity to steroids. The knowledge of this rare form ofmultiple sclerosis may help radiologists in assessing a precise diagnosis. We report the case of a young 22-year-old patientadmitted to the emergency room with an array of headache, vomiting and frontal syndrome. Magnetic resonance imaging shows2 bilateral demyelinating frontal areas. The patient was put under corticosteroids bolus with discreet improvement in her clinicalcondition. After 6 months of follow-up, we did not notice any real clinical improvement. Although Schilder's disease isconsidered to be a variant of Multiple Sclerosis, its clinical and imaging features behaves more like a demyelinating conditionwith its monophasic course with, however, serious clinical consequences if the treatment is delayed.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alzheimer's disease amyloid-β pathology in the lens of the eye,/articles/alzheimers-disease-amyloid-%CE%B2-pathology-lens-eye,"This research provides the first evidence of AD-related Aβ pathology outside the brain. Lens Aβ can be noninvasively measured in vivo for early AD detection and monitoring.
",Goal 3: Good health and well-being,"Neuropathological hallmarks of Alzheimer's disease (AD) include pathogenic accumulation of amyloid-β (Aβ) peptides and age-dependent formation of amyloid plaques in the brain. AD-associated Aβ neuropathology begins decades before onset of cognitive symptoms and slowly progresses over the course of the disease. We previously reported discovery of Aβ deposition, β-amyloidopathy, and co-localizing supranuclear cataracts (SNC) in lenses from people with AD, but not other neurodegenerative disorders or normal aging. We confirmed AD-associated Aβ molecular pathology in the lens by immunohistopathology, amyloid histochemistry, immunoblot analysis, epitope mapping, immunogold electron microscopy, quantitative immunoassays, and tryptic digest mass spectrometry peptide sequencing. Ultrastructural analysis revealed that AD-associated Aβ deposits in AD lenses localize as electron-dense microaggregates in the cytoplasm of supranuclear (deep cortex) fiber cells. These Aβ microaggregates also contain αB-crystallin and scatter light, thus linking Aβ pathology and SNC phenotype expression in the lenses of people with AD. Subsequent research identified Aβ lens pathology as the molecular origin of the distinctive cataracts associated with Down syndrome (DS, trisomy 21), a chromosomal disorder invariantly associated with early-onset Aβ accumulation and Aβ amyloidopathy in the brain. Investigation of 1249 participants in the Framingham Eye Study found that AD-associated quantitative traits in brain and lens are co-heritable. Moreover, AD-associated lens traits preceded MRI brain traits and cognitive deficits by a decade or more and predicted future AD. A genome-wide association study of bivariate outcomes in the same subjects identified a new AD risk factor locus in the CTNND2 gene encoding δ-catenin, a protein that modulates Aβ production in brain and lens. Here we report identification of AD-related human Aβ (hAβ) lens pathology and age-dependent SNC phenotype expression in the Tg2576 transgenic mouse model of AD. Tg2576 mice express Swedish mutant human amyloid precursor protein (APP-Swe), accumulate hAβ peptides and amyloid pathology in the brain, and exhibit cognitive deficits that slowly progress with increasing age. We found that Tg2576 trangenic (Tg+) mice, but not non-transgenic (Tg–) control mice, also express human APP, accumulate hAβ peptides, and develop hAβ molecular and ultrastructural pathologies in the lens. Tg2576 Tg+ mice exhibit age-dependent Aβ supranuclear lens opacification that recapitulates lens pathology and SNC phenotype expression in human AD. In addition, we detected hAβ in conditioned medium from lens explant cultures prepared from Tg+ mice, but not Tg– control mice, a finding consistent with constitutive hAβ generation in the lens. In vitro studies showed that hAβ promoted mouse lens protein aggregation detected by quasi-elastic light scattering (QLS) spectroscopy. These results support mechanistic (genotype-phenotype) linkage between Aβ pathology and AD-related phenotypes in lens and brain. Collectively, our findings identify Aβ pathology as the shared molecular etiology of two age-dependent AD-related cataracts associated with two human diseases (AD, DS) and homologous murine cataracts in the Tg2576 transgenic mouse model of AD. These results represent the first evidence of AD-related Aβ pathology outside the brain and point to lens Aβ as an optically-accessible AD biomarker for early detection and longitudinal monitoring of this devastating neurodegenerative disease.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trans-urocanic acid facilitates spatial memory, implications for Alzheimer's disease",/articles/trans-urocanic-acid-facilitates-spatial-memory-implications-alzheimers-disease,"The results of this study suggest that trans-UCA facilitates spatial memory in the Y-maze test and OLR task and may offer therapeutic potential for Alzheimer's disease (AD).
",Goal 3: Good health and well-being,"Trans-urocanic acid (trans-UCA) is an isomer of cis-UCA and is widely distributed in the brain, predominantly in the hippocampus and prefrontal cortex. Previous studies have investigated the role of trans-UCA in non-spatial memory; however, its influence on spatial memory remains unclear. In the present study, network pharmacology strategy and behavioral testing were used to evaluate the role of trans-UCA in spatial memory and predict its possible mechanism. The results showed that there are 40 intersecting targets between trans-UCA and spatial memory identified by several databases and Venn diagram, indicating that trans-UCA may be involved in spatial memory. Behavioral results show that trans-UCA facilitates spatial working memory in the Y-maze test as well as spatial recognition memory acquisition, consolidation and retrieval in an object location recognition (OLR) task. Furthermore, PPI (protein-protein interaction) network analysis, GO (gene ontology) and KEGG (Kyoto encyclopedia of genes and genomes) pathway enrichment analyses show that the molecular mechanisms underlying the enhancing effect of trans-UCA on spatial memory are mainly associated with the regulation of insulin, mitogen-activated protein kinase (MAPK) and nuclear factor Kappa B (NF-κB) signaling pathways, serotonergic synapse and arginine and proline metabolism. The results of this study suggest that trans-UCA facilitates spatial memory in the Y-maze test and OLR task and may offer therapeutic potential for Alzheimer's disease (AD). The underlying mechanisms predicted by network pharmacology should be further verified.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barriers and facilitators to provide multidisciplinary care for breast cancer patients in five Latin American countries: A descriptive-interpretative qualitative study,/articles/barriers-and-facilitators-provide-multidisciplinary-care-breast-cancer-patients-five-latin,"This Article supports SDG 3 by describing the barriers to multidisciplinary care for patients with breast cancer in Latin America, and suggesting that active involvement from all stakeholders is required to build solutions.",Goal 3: Good health and well-being,"Background: Multidisciplinary care (MDC) remains a cornerstone for breast cancer management as it is associated with improved quality of care and patient outcomes. However, the adoption of MDC practice is heterogeneous and has been poorly explored in Latin America. The objective was to describe barriers and possible facilitators for providing MDC to breast cancer patients in five Latin American countries. Methods: A panel of experts with an active clinical practice in Bolivia, Colombia, Ecuador, Mexico, and Uruguay was convened to identify barriers and facilitators to MDC. This study is a qualitative synthesis of a structured discussion regarding the state of MDC in the setting of breast cancer. Findings: Experts recognized that most oncology practices in Latin America do not apply a multidisciplinary approach for breast cancer patients. Predominant barriers for MDC are fragmentation of health services, being understaffed, inadequate infrastructure, and geographic disparities. Access to MDC varies widely in the region, with significant heterogeneity documented within countries. MDC practice was described as being more common in the private sector in Ecuador and Uruguay, while it is more widely implemented in public institutions of Colombia and Bolivia. Interpretation: Establishing quality MDC remains a challenge for oncology practices in Latin America. Addressing regional issues and identifying specific local needs is warranted to encourage the adoption of an effective multidisciplinary approach and, consequently, improve clinical outcomes. Active involvement of all stakeholders is required to build locally solutions and should involve institutions, health professionals, and patients. Funding: Research was funded by Productos Roche S.A.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Outsourcing health-care services to the private sector and treatable mortality rates in England, 2013–20: an observational study of NHS privatisation",/articles/outsourcing-health-care-services-private-sector-and-treatable-mortality-rates-england-2013,"This Article supports SDG 3 by assessing the impact of the private outsourcing of NHS services in England, finding that rates of treatable mortality increased as outsourcing increased.",Goal 3: Good health and well-being,"Background: The effects of outsourcing health services to for-profit providers are contested, with some arguing that introducing such providers will improve performance through additional competition while others worry that this will lead to cost cutting and poorer outcomes for patients. We aimed to examine this debate by empirically evaluating the impact of outsourced spending to private providers, following the 2012 Health and Social Care Act, on treatable mortality rates and the quality of health-care services in England. Methods: For this observational study, we used a novel database composed of parsable procurement contracts between April 1, 2013, and Feb 29, 2020 (n=645 674, value >£25 000, total value £204·1 billion), across 173 clinical commissioning groups (CCGs; regional health boards) in England. Data were compiled from 12 709 heterogenous expenditure files primarily scraped from commissioner websites with supplier names matched to registers identifying them as National Health Service (NHS) organisations, for-profit companies, or charities. We supplemented these data with rates of local mortality from causes that should be treatable by medical intervention, indicating the quality of health-care services. We used multivariate longitudinal regression models with fixed effects at the CCG level to analyse the association of for-profit outsourcing on treatable mortality rates in the following year. We used the average marginal effects to estimate total additional deaths attributable to changes in for-profit outsourcing. We provided alternative model specifications to test the robustness of our findings, match on background characteristics, examine the potential impact of measurement error, and adjust for possible confounding factors such as population demographics, total CCG expenditure, and local authority expenditure. Findings: We found that an annual increase of one percentage point of outsourcing to the private for-profit sector corresponded with an annual increase in treatable mortality of 0·38% (95% CI 0·22–0·55; p=0·0016) or 0·29 (95% CI 0·09–0·49; p=0·0041) deaths per 100 000 population in the following year. This finding was robust to matching on background characteristics, adjusting for possible confounding factors, and measurement error in our dataset. Changes to for-profit outsourcing since 2014 were associated with an additional 557 (95% CI 153–961) treatable deaths across the 173 CCGs. Interpretation: The privatisation of the NHS in England, through the outsourcing of services to for-profit companies, consistently increased in 2013–20. Private sector outsourcing corresponded with significantly increased rates of treatable mortality, potentially as a result of a decline in the quality of health-care services. Funding: Wellcome Trust.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The development of smart eldercare in China,/articles/development-smart-eldercare-china,"A Viewpoint, in the context of SDG 3 and 9, exploring the impact and potential of China's Smart Eldercare model, which harnesses digital technologies to improve the quality of life of China's fast-expanding ageing population, including nearly 10 million people with Alzheimer's disease.
","Goal 3: Good health and well-being; Goal 9: Industry, innovation and infrastructure","Many countries have tried to establish an optimal model for managing population aging that can be replicated and promoted. With the increasing societal task of delivering care to older adults with chronic conditions, China has started to harness the power of digital technologies to help address the growing demands for eldercare. China is exploring a unique “Smart Eldercare” model to respond to the social service needs of older adults.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Summertime impacts of climate change on dwellings in Wales, UK",/articles/summertime-impacts-climate-change-dwellings-wales-uk,"Climate vulnerability modelling of Welsh (UK) housing stock. Propensity for summertime overheating and moisture build up in a majority of Welsh housing. Cooling and ventilation strategies will be required to mitigate future discomfort, whilst ensuring occupant health and wellbeing.
",Goal 13: Climate action; Goal 11: Sustainable cities and communities,"Wales's climate is predicted to be warmer and wetter, and ‘hot’ summers are expected to become more commonplace by the middle of this century. Whilst the focus of climate change adaptation in Wales has been wintertime decarbonisation through the introduction of energy efficiency measures, Welsh Government now want to understand the summertime impacts of climate change on the occupants of Welsh housing. The aim of this project was to test the hypothesis that summertime indoor housing conditions in Wales will diminish as a consequence of climate change. A six-week period from 22nd July–31st August was modelled using UK 2018 local climate projections, baseline, 2030 and 2070 respectively. The results reveal increased incidences of summertime overheating in a majority of dwellings. The poorest performing dwellings were post 1990 dwellings, flats and properties with internal wall insulation. The results show that cooling strategies to reduce indoor air temperature will increasingly be required. The other indoor vulnerability modelled was that of moisture. Results demonstrate the potential for poorer indoor environmental quality due to increased relative humidity. Every location will experience increases in relative humidity regardless of dwelling typology. Relative humidity will be highest in pre-1919 dwellings and dwellings with solid stone walls. The results show that ventilation strategies to improve the extraction of moisture-laden air, whilst diluting the concentration of pollutants that are present indoors, are required if these dwellings are to avoid increased incidences of condensation, damp, and mould growth, and adverse impacts from other allergens, particles and pollutants.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Quantitative methods for climate change and mental health research: current trends and future directions,/articles/quantitative-methods-climate-change-and-mental-health-research-current-trends-and-future,"A Personal View in support of SDGs 3 and 13, summarising the current evidence on climate change and mental health, and outlining opportunities for methodological improvement and innovation in this research field.
",Goal 3: Good health and well-being,"The quantitative literature on climate change and mental health is growing rapidly. However, the methodological quality of the evidence is heterogeneous, and there is scope for methodological improvement and innovation. The first section of this Personal View provides a snapshot of current methodological trends and issues in the quantitative literature on climate change and mental health, drawing on literature collected through a previous scoping review. The second part of this Personal View outlines opportunities for methodological innovation concerning the assessment of the relationship between climate change and mental health. We then highlight possible methodological innovations in intervention research and in the measurement of climate change and mental health-related variables. This section draws upon methods from public mental health, environmental epidemiology, and other fields. The objective is not to provide a detailed description of different methodological techniques, but rather to highlight opportunities to use diverse methods, collaborate across disciplines, and inspire methodological innovation. The reader will be referred to practical guidance on different methods when available. We hope this Personal View will constitute a roadmap and launching pad for methodological innovation for researchers interested in investigating a rapidly growing area of research.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Code Red for Health response in Latin America and the Caribbean: Enhancing peoples' health through climate action,/articles/code-red-health-response-latin-america-and-caribbean-enhancing-peoples-health-through,"A Viewpoint on the interplay between social, climate, and health challenges in Latin America and the Caribbean, in the context of SDGs 3, 10, and 13, highlighting the need to address these challenges with adaption and mitigation policies that prioritise people's health and wellbeing.
",Goal 3: Good health and well-being; Goal 13: Climate action; Goal 10: Reduced inequalities,"The COVID-19 pandemic has affected peoples’ lives in Latin America and the Caribbean (LAC), exacerbated social inequities, revealed deficient health systems,1 and triggered an economic recession2 that is already pushing a significant proportion of people into poverty.3 However, this current situation pales in comparison to the impacts that human-induced climate change is having and will have on people's lives and livelihoods. Climate change will magnify the health hazards many face, particularly populations exposed to food and water insecurity, heatwaves, and infectious diseases.4",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The public health playbook: ideas for challenging the corporate playbook,/articles/public-health-playbook-ideas-challenging-corporate-playbook,"A Viewpoint in support of SDGs 3, 13, and 17, proposing a range of strategies for developing a 'public health playbook', to counter the 'corporate playbook' used by powerful commercial actors to protect their business interests at the expense of population health and wellbeing, including numerous health-harming and planet-harming industries, such as tobacco, alcohol, gambling, pharmaceuticals, ultraprocessed foods and beverages, firearms and weapons, automobiles, social media and technology, oil and gas, and chemicals.
",Goal 3: Good health and well-being; Goal 13: Climate action; Goal 17: Partnership for the goals,"Many commercial actors use a range of coordinated and sophisticated strategies to protect business interests—their corporate playbook—but many of these strategies come at the expense of public health. To counter this corporate playbook and advance health and wellbeing, public health actors need to develop, refine, and modernise their own set of strategies, to create a public health playbook. In this Viewpoint, we seek to consolidate thinking around how public health can counter and proactively minimise powerful commercial influences. We propose an initial eight strategies for this public health playbook: expand public health training and coalitions, increase public sector resources, link with and learn from social movements to foster collective solidarity, protect public health advocates from industry threats, develop and implement rigorous conflict of interest safeguards, monitor and expose corporate activities, debunk corporate arguments, and leverage diverse commercial interests. This set of strategies seeks to amplify inherent assets of the public health community and create opportunities to explicitly counter the corporate playbook. These strategies are not exhaustive, and our aim is to provoke further discussion on and exploration of this topic. Translation: For the Spanish translation of this paper see Supplementary Materials section.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Growing and learning together in fostering multi-sectoral participation for sustaining interventions: Lessons from three successive integrated multidisciplinary interventions in rural Ghana,/articles/growing-and-learning-together-fostering-multi-sectoral-participation-sustaining,"Addressing poverty as a core aim of the intervention approach galvanized strong multisectoral buy-in across these projects, as poverty is a common challenge among the populations targeted by all rural institutions. Regular information sharing through workshops and other meetings provided opportunities for cross-sector interactions which resulted in mutual learning and an appreciation for multisectoral engagement.
",Goal 3: Good health and well-being,"Despite the recognition of nutrition as a multisectoral development issue, institutional silos persist as barriers to addressing community nutrition challenges effectively and sustainably. Over the past 2 decades, 3 integrated agriculture, livelihood, nutrition, and health interventions have been implemented in rural communities across Ghana, aimed at nurturing multisectoral collaborations to enhance institutional capacity, women's empowerment, children's diets and nutritional status, and general household well-being. Using information from published articles on the interventions, workshop reports, informal institutional engagements, and field notes, insights are presented on the efforts to garner multisectoral participation to sustain these interventions. Challenges and opportunities encountered in the process of growing and learning together relative to overcoming institutional cultures, building trust, empathizing with partners’ institutional challenges, making collective decisions, and building common ownership and accountability are explored. Fostering effective multisectoral participation is a dynamic process of continuous learning.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
